chirp_mass mass_ratio time_jitter
32.433601810461305 0.9046890478475625 5.8863262949715965e-05
30.34438223836939 0.6732404136378742 -0.00014767059017925987
30.47487105715106 0.6953966089318393 -3.5214903435602525e-05
32.073827836691386 0.839603950591427 0.00022448584179421925
30.346884737672358 0.7617939324361042 -0.00014891752378579456
32.23495951846728 0.9178491633460901 -0.0002304006748103373
31.34417260529659 0.7179225009981252 -0.0002115711100802867
32.015356033090114 0.9294058362514277 0.00016035296260694028
32.078898945231586 0.8886751511428074 -0.0001890970827323796
31.50440103855989 0.7490007816371576 0.00018696712983433882
30.478426414584625 0.9478853418492337 -0.00015644330326841053
32.04613769265732 0.9664669000958765 5.2791347800089405e-05
31.374802007422005 0.7536899653533407 -0.0001750062374762283
30.61737528441456 0.8535729193094488 0.00011038680618120976
31.650106101105752 0.7931334551540544 4.7627002360129084e-05
30.584969448827607 0.8129216966480555 -0.0001722622548613483
31.20276887421677 0.7858504170413754 0.00012977444532475557
31.859384584700333 0.9857537748987693 0.00021404214402798833
31.77632934013561 0.847285612513177 -6.867090822970526e-05
30.673290802597684 0.9997719501191491 -4.337694360468384e-05
31.03095998928326 0.7502863562208753 -0.00018660767745535607
30.577387034412837 0.8751490846413312 -0.00022107933050984703
30.662196159674107 0.9971085809886608 0.00011286137578621764
31.17091427526318 0.7547460791948517 -6.407164687104985e-05
31.022930989585163 0.7355348869077318 -6.396893822826409e-05
31.88756747591897 0.9023065584725678 0.00011716265735654807
31.617984418000447 0.8195525599826348 0.00023930592193975288
31.691564486145168 0.907197497963288 -0.00013968375614901605
30.751945212089616 0.7775559489717402 2.8349549495041045e-05
30.615596275598385 0.8669391131853461 0.00019483165295021784
31.800763637026357 0.9676571644522369 -0.0001426315778760724
31.79959578601798 0.8506342393543036 8.331590305104121e-05
31.082788346938177 0.7486739985713307 -9.009819821320512e-05
30.732216691916232 0.7838712135050119 0.00023567608103737786
30.90315766763732 0.7687245689393101 0.0001390517467266155
30.954160442902232 0.7482749016311916 -9.563503673374864e-05
30.878373438815416 0.7736648367903869 -7.604271542825469e-05
30.973495579950047 0.7552864831185837 3.812689759752293e-05
31.359375825685746 0.8248974462099912 4.554303478147435e-06
31.732374862372097 0.9337974192118585 -0.00019468270056963166
31.033906188978783 0.817612281795473 0.00023503004536228354
30.750762252352466 0.8150811712091416 4.4563086556462966e-05
30.878017045931944 0.8643737340695931 -0.00014201001202017194
31.165712769184374 0.8041260535533314 6.68887954544171e-05
31.873755920674743 0.905763195194075 3.0384993247649925e-05
30.983833504682845 0.7544774481479388 -3.8445385617167553e-05
31.048928668716734 0.7855722419415928 0.00010050993883046843
31.918245156570386 0.9338192915562279 -4.132319348715529e-05
30.7038805229311 0.8016587807090362 0.00018215495137185837
30.879540921375977 0.9184441718544984 -0.00012558612727112372
31.5873564732867 0.8953139516757949 -3.2827770055510056e-05
30.90604197535725 0.8761413852316353 -0.00015130984208158477
30.810840096180073 0.846471235137303 -1.4437896925940648e-05
30.860987939949908 0.7779298943309673 0.00014989655417631264
31.683445641941947 0.9677782505492911 -7.860975782623958e-05
31.44000871644369 0.8542686515865516 4.050395343813758e-05
30.931896858391745 0.7634909252324511 -3.739315010148223e-05
31.55694565762778 0.8153942219944305 0.00013469514530959394
31.18889994999859 0.7650446016216796 -0.0001434225570534062
30.89976801530995 0.7701205023185492 -3.2853322010456553e-05
30.8135850856029 0.869958727285553 -1.9527620580918066e-05
30.81407867903119 0.8876963935317352 -0.00015905646309588535
31.30786499652659 0.8181619940741085 0.00013893169611844318
30.758882611664564 0.8270578081947195 0.0002258918195984819
31.392442089969318 0.8516041992319383 -2.4506242702629138e-05
31.702208643269138 0.8817651835507669 -6.060134438748443e-06
31.691753070435883 0.8710250325761765 1.1300067192310476e-05
30.875880866475573 0.8724547762098112 -0.00020465578941321057
31.129065312486677 0.7937554888425123 2.212766093446795e-05
31.644074413171214 0.8605532251175897 0.0002170641409416089
31.635857921597527 0.8391391674035966 0.00015804632403774733
31.540782127024084 0.8946925573717913 -7.315216916185195e-05
31.599226670761357 0.9968612046194807 -4.502272626244095e-05
30.85053913239105 0.9183644171875383 -0.00017162130142960464
31.80453161158096 0.917157569221208 -1.5656644754275374e-05
30.673756932054015 0.907558426399748 -0.00023392090847498148
31.29168792247943 0.8658110362171423 0.00011188882907175643
30.859155146885588 0.8614831326717596 -3.0892342726994816e-05
31.68126186370004 0.8741203756967262 0.00016020761832135966
31.561276874405106 0.9977228209002746 -4.052117482587005e-05
30.896838974061634 0.9569500095407761 -0.00015277770921251922
